========================================
Experiment: P Controller + Spring Mass Damper
========================================

Simulation Parameters
---------------------
Target Position : 10.0 m
Simulation Time : 20.0 s
Time Step (dt) : 0.01 s

Controller
----------
Kp : 2.0

Plant
-----
Mass : 1.0 kg
Spring Constant : 2.0
Damping Coefficient : 1.0

Observed Results
----------------
- Position converges to the target.
- The position settled at aproxximately 5.0 m instead of the 10.0 m target
- Maximum observed position: 5.00 aproxx.
- A steady-state error of approximately 5.0 m remained.
- P control is not effective for removing steady-state error for spring mass damper

Explanation
-----------
At equilibrium, the velocity and acceleration become zero. The controller output (Kp × error) balances the spring restoring force (k × x). Since this balance occurs before the target position is reached, the error remains non-zero, resulting in a steady-state error.

Logs
----
time,position,velocity,controller_output
11.76, 5.0116, -0.0208451, 9.9768
11.77, 5.01139, -0.0211006, 9.97722
11.78, 5.01117, -0.0213451, 9.97765
11.79, 5.01096, -0.0215787, 9.97808
11.8, 5.01074, -0.0218012, 9.97852
11.81, 5.01052, -0.0220128, 9.97896
11.82, 5.0103, -0.0222135, 9.9794
11.83, 5.01007, -0.0224033, 9.97985
11.84, 5.00985, -0.0225822, 9.9803
11.85, 5.00962, -0.0227503, 9.98076
11.86, 5.00939, -0.0229077, 9.98122
11.87, 5.00916, -0.0230543, 9.98168
11.88, 5.00893, -0.0231902, 9.98214
11.89, 5.0087, -0.0233154, 9.98261
11.9, 5.00846, -0.0234301, 9.98308
11.91, 5.00823, -0.0235343, 9.98355
11.92, 5.00799, -0.023628, 9.98402
11.93, 5.00775, -0.0237113, 9.98449
11.94, 5.00752, -0.0237844, 9.98497
11.95, 5.00728, -0.0238471, 9.98545
11.96, 5.00704, -0.0238997, 9.98592
11.97, 5.0068, -0.0239422, 9.9864
11.98, 5.00656, -0.0239747, 9.98688
11.99, 5.00632, -0.0239973, 9.98736
12, 5.00608, -0.0240101, 9.98784
12.01, 5.00584, -0.0240132, 9.98832
12.02, 5.0056, -0.0240066, 9.9888
12.03, 5.00536, -0.0239904, 9.98928
12.04, 5.00512, -0.0239649, 9.98976
12.05, 5.00488, -0.02393, 9.99024
12.06, 5.00464, -0.0238858, 9.99072
12.07, 5.0044, -0.0238326, 9.9912
12.08, 5.00416, -0.0237704, 9.99167
12.09, 5.00393, -0.0236993, 9.99214
12.1, 5.00369, -0.0236194, 9.99262
12.11, 5.00346, -0.0235308, 9.99309
12.12, 5.00322, -0.0234338, 9.99356
12.13, 5.00299, -0.0233283, 9.99402
12.14, 5.00276, -0.0232146, 9.99449
12.15, 5.00253, -0.0230927, 9.99495
12.16, 5.0023, -0.0229628, 9.99541
12.17, 5.00207, -0.022825, 9.99586
12.18, 5.00184, -0.0226794, 9.99632
12.19, 5.00162, -0.0225263, 9.99677
12.2, 5.00139, -0.0223656, 9.99722
12.21, 5.00117, -0.0221976, 9.99766
12.22, 5.00095, -0.0220224, 9.9981
12.23, 5.00073, -0.0218402, 9.99854
12.24, 5.00051, -0.0216511, 9.99897
12.25, 5.0003, -0.0214551, 9.9994
12.26, 5.00009, -0.0212526, 9.99982
12.27, 4.99988, -0.0210436, 10.0002
12.28, 4.99967, -0.0208282, 10.0007
12.29, 4.99946, -0.0206067, 10.0011
12.3, 4.99926, -0.0203791, 10.0015
12.31, 4.99906, -0.0201457, 10.0019
12.32, 4.99886, -0.0199066, 10.0023
12.33, 4.99866, -0.0196618, 10.0027
12.34, 4.99847, -0.0194117, 10.0031
12.35, 4.99828, -0.0191563, 10.0034
12.36, 4.99809, -0.0188958, 10.0038
12.37, 4.9979, -0.0186303, 10.0042
12.38, 4.99772, -0.01836, 10.0046
12.39, 4.99754, -0.0180851, 10.0049
12.4, 4.99736, -0.0178057, 10.0053
12.41, 4.99718, -0.017522, 10.0056
12.42, 4.99701, -0.0172341, 10.006
12.43, 4.99684, -0.0169422, 10.0063
12.44, 4.99668, -0.0166465, 10.0066
12.45, 4.99651, -0.016347, 10.007
12.46, 4.99635, -0.016044, 10.0073
12.47, 4.99619, -0.0157376, 10.0076
12.48, 4.99604, -0.015428, 10.0079
12.49, 4.99589, -0.0151153, 10.0082
12.5, 4.99574, -0.0147997, 10.0085
12.51, 4.9956, -0.0144813, 10.0088
12.52, 4.99545, -0.0141603, 10.0091
12.53, 4.99532, -0.0138368, 10.0094
12.54, 4.99518, -0.0135111, 10.0096
12.55, 4.99505, -0.0131832, 10.0099
12.56, 4.99492, -0.0128533, 10.0102
12.57, 4.99479, -0.0125216, 10.0104
12.58, 4.99467, -0.0121881, 10.0107
12.59, 4.99455, -0.0118532, 10.0109
12.6, 4.99444, -0.0115168, 10.0111
12.61, 4.99433, -0.0111792, 10.0113
12.62, 4.99422, -0.0108405, 10.0116
12.63, 4.99411, -0.0105009, 10.0118
12.64, 4.99401, -0.0101604, 10.012
12.65, 4.99391, -0.00981934, 10.0122
12.66, 4.99382, -0.00947771, 10.0124
12.67, 4.99373, -0.00913571, 10.0125
12.68, 4.99364, -0.00879348, 10.0127
12.69, 4.99356, -0.00845115, 10.0129
12.7, 4.99347, -0.00810887, 10.0131
12.71, 4.9934, -0.00776676, 10.0132
12.72, 4.99332, -0.00742497, 10.0134
12.73, 4.99325, -0.00708363, 10.0135
12.74, 4.99318, -0.00674286, 10.0136
12.75, 4.99312, -0.00640281, 10.0138
12.76, 4.99306, -0.0060636, 10.0139
12.77, 4.993, -0.00572535, 10.014
12.78, 4.99295, -0.0053882, 10.0141
12.79, 4.9929, -0.00505226, 10.0142
12.8, 4.99285, -0.00471766, 10.0143
12.81, 4.99281, -0.00438452, 10.0144
12.82, 4.99277, -0.00405295, 10.0145
12.83, 4.99273, -0.00372309, 10.0145
12.84, 4.9927, -0.00339503, 10.0146
12.85, 4.99266, -0.00306889, 10.0147
12.86, 4.99264, -0.00274479, 10.0147
12.87, 4.99261, -0.00242283, 10.0148
12.88, 4.99259, -0.00210312, 10.0148
12.89, 4.99257, -0.00178576, 10.0149
12.9, 4.99256, -0.00147087, 10.0149
12.91, 4.99255, -0.00115854, 10.0149
12.92, 4.99254, -0.000848863, 10.0149
12.93, 4.99253, -0.000541946, 10.0149
12.94, 4.99253, -0.000237882, 10.0149
12.95, 4.99253, 6.32366e-05, 10.0149
12.96, 4.99254, 0.000361319, 10.0149
12.97, 4.99254, 0.000656276, 10.0149
12.98, 4.99255, 0.00094802, 10.0149
12.99, 4.99256, 0.00123647, 10.0149
13, 4.99258, 0.00152154, 10.0148
13.01, 4.9926, 0.00180315, 10.0148
13.02, 4.99262, 0.00208122, 10.0148
13.03, 4.99264, 0.00235568, 10.0147
13.04, 4.99267, 0.00262645, 10.0147
13.05, 4.9927, 0.00289347, 10.0146
13.06, 4.99273, 0.00315665, 10.0145
13.07, 4.99276, 0.00341594, 10.0145
13.08, 4.9928, 0.00367128, 10.0144
13.09, 4.99284, 0.00392259, 10.0143
13.1, 4.99288, 0.00416982, 10.0142
13.11, 4.99292, 0.0044129, 10.0142
13.12, 4.99297, 0.0046518, 10.0141
13.13, 4.99302, 0.00488644, 10.014
13.14, 4.99307, 0.00511678, 10.0139
13.15, 4.99312, 0.00534277, 10.0138
13.16, 4.99318, 0.00556437, 10.0136
13.17, 4.99324, 0.00578152, 10.0135
13.18, 4.9933, 0.00599419, 10.0134
13.19, 4.99336, 0.00620233, 10.0133
13.2, 4.99342, 0.00640592, 10.0132
13.21, 4.99349, 0.0066049, 10.013
13.22, 4.99356, 0.00679925, 10.0129
13.23, 4.99363, 0.00698894, 10.0127
13.24, 4.9937, 0.00717394, 10.0126
13.25, 4.99377, 0.00735421, 10.0125
13.26, 4.99385, 0.00752975, 10.0123
13.27, 4.99393, 0.00770051, 10.0121
13.28, 4.994, 0.00786649, 10.012
13.29, 4.99408, 0.00802766, 10.0118
13.3, 4.99417, 0.00818401, 10.0117
13.31, 4.99425, 0.00833552, 10.0115
13.32, 4.99433, 0.00848218, 10.0113
13.33, 4.99442, 0.00862398, 10.0112
13.34, 4.99451, 0.00876092, 10.011
13.35, 4.9946, 0.00889298, 10.0108
13.36, 4.99469, 0.00902016, 10.0106
13.37, 4.99478, 0.00914246, 10.0104
13.38, 4.99487, 0.00925989, 10.0103
13.39, 4.99497, 0.00937243, 10.0101
13.4, 4.99506, 0.0094801, 10.0099
13.41, 4.99516, 0.00958291, 10.0097
13.42, 4.99525, 0.00968085, 10.0095
13.43, 4.99535, 0.00977393, 10.0093
13.44, 4.99545, 0.00986218, 10.0091
13.45, 4.99555, 0.0099456, 10.0089
13.46, 4.99565, 0.0100242, 10.0087
13.47, 4.99575, 0.010098, 10.0085
13.48, 4.99585, 0.0101671, 10.0083
13.49, 4.99595, 0.0102313, 10.0081
13.5, 4.99606, 0.0102909, 10.0079
13.51, 4.99616, 0.0103457, 10.0077
13.52, 4.99626, 0.0103959, 10.0075
13.53, 4.99637, 0.0104413, 10.0073
13.54, 4.99647, 0.0104822, 10.0071
13.55, 4.99658, 0.0105184, 10.0068
13.56, 4.99668, 0.0105501, 10.0066
13.57, 4.99679, 0.0105773, 10.0064
13.58, 4.9969, 0.0105999, 10.0062
13.59, 4.997, 0.0106181, 10.006
13.6, 4.99711, 0.0106318, 10.0058
13.61, 4.99721, 0.0106412, 10.0056
13.62, 4.99732, 0.0106462, 10.0054
13.63, 4.99743, 0.0106469, 10.0051
13.64, 4.99753, 0.0106433, 10.0049
13.65, 4.99764, 0.0106356, 10.0047
13.66, 4.99775, 0.0106236, 10.0045
13.67, 4.99785, 0.0106075, 10.0043
13.68, 4.99796, 0.0105873, 10.0041
13.69, 4.99806, 0.0105631, 10.0039
13.7, 4.99817, 0.0105349, 10.0037
13.71, 4.99827, 0.0105028, 10.0035
13.72, 4.99838, 0.0104668, 10.0032
13.73, 4.99848, 0.0104269, 10.003
13.74, 4.99859, 0.0103833, 10.0028
13.75, 4.99869, 0.010336, 10.0026
13.76, 4.99879, 0.010285, 10.0024
13.77, 4.9989, 0.0102305, 10.0022
13.78, 4.999, 0.0101723, 10.002
13.79, 4.9991, 0.0101107, 10.0018
13.8, 4.9992, 0.0100457, 10.0016
13.81, 4.9993, 0.00997723, 10.0014
13.82, 4.9994, 0.00990551, 10.0012
13.83, 4.9995, 0.00983054, 10.001
13.84, 4.99959, 0.00975239, 10.0008
13.85, 4.99969, 0.00967112, 10.0006
13.86, 4.99979, 0.0095868, 10.0004
13.87, 4.99988, 0.00949948, 10.0002
13.88, 4.99998, 0.00940923, 10
13.89, 5.00007, 0.00931613, 9.99986
13.9, 5.00016, 0.00922023, 9.99968
13.91, 5.00025, 0.0091216, 9.9995
13.92, 5.00034, 0.00902031, 9.99932
13.93, 5.00043, 0.00891642, 9.99914
13.94, 5.00052, 0.00881, 9.99896
13.95, 5.00061, 0.00870113, 9.99879
13.96, 5.00069, 0.00858986, 9.99862
13.97, 5.00078, 0.00847627, 9.99845
13.98, 5.00086, 0.00836043, 9.99828
13.99, 5.00094, 0.0082424, 9.99811
14, 5.00102, 0.00812225, 9.99795
14.01, 5.0011, 0.00800006, 9.99779
14.02, 5.00118, 0.00787588, 9.99763
14.03, 5.00126, 0.0077498, 9.99748
14.04, 5.00134, 0.00762188, 9.99733
14.05, 5.00141, 0.00749219, 9.99718
14.06, 5.00149, 0.0073608, 9.99703
14.07, 5.00156, 0.00722778, 9.99688
14.08, 5.00163, 0.0070932, 9.99674
14.09, 5.0017, 0.00695713, 9.9966
14.1, 5.00177, 0.00681963, 9.99647
14.11, 5.00183, 0.00668079, 9.99633
14.12, 5.0019, 0.00654066, 9.9962
14.13, 5.00196, 0.00639931, 9.99608
14.14, 5.00203, 0.00625682, 9.99595
14.15, 5.00209, 0.00611325, 9.99583
14.16, 5.00215, 0.00596867, 9.99571
14.17, 5.0022, 0.00582315, 9.99559
14.18, 5.00226, 0.00567675, 9.99548
14.19, 5.00232, 0.00552955, 9.99537
14.2, 5.00237, 0.0053816, 9.99526
14.21, 5.00242, 0.00523299, 9.99516
14.22, 5.00247, 0.00508377, 9.99505
14.23, 5.00252, 0.004934, 9.99496
14.24, 5.00257, 0.00478376, 9.99486
14.25, 5.00262, 0.00463311, 9.99477
14.26, 5.00266, 0.00448211, 9.99468
14.27, 5.0027, 0.00433083, 9.99459
14.28, 5.00275, 0.00417933, 9.99451
14.29, 5.00279, 0.00402768, 9.99443
14.3, 5.00283, 0.00387593, 9.99435
14.31, 5.00286, 0.00372414, 9.99427
14.32, 5.0029, 0.00357239, 9.9942
14.33, 5.00293, 0.00342072, 9.99413
14.34, 5.00297, 0.0032692, 9.99407
14.35, 5.003, 0.00311789, 9.99401
14.36, 5.00303, 0.00296684, 9.99395
14.37, 5.00305, 0.00281612, 9.99389
14.38, 5.00308, 0.00266578, 9.99384
14.39, 5.00311, 0.00251588, 9.99379
14.4, 5.00313, 0.00236647, 9.99374
14.41, 5.00315, 0.0022176, 9.9937
14.42, 5.00317, 0.00206934, 9.99365
14.43, 5.00319, 0.00192173, 9.99362
14.44, 5.00321, 0.00177483, 9.99358
14.45, 5.00323, 0.00162869, 9.99355
14.46, 5.00324, 0.00148336, 9.99352
14.47, 5.00325, 0.00133889, 9.99349
14.48, 5.00327, 0.00119533, 9.99347
14.49, 5.00328, 0.00105273, 9.99345
14.5, 5.00329, 0.000911126, 9.99343
14.51, 5.00329, 0.000770578, 9.99341
14.52, 5.0033, 0.000631128, 9.9934
14.53, 5.0033, 0.000492819, 9.99339
14.54, 5.00331, 0.000355697, 9.99338
14.55, 5.00331, 0.000219803, 9.99338
14.56, 5.00331, 8.51809e-05, 9.99338
14.57, 5.00331, -4.81294e-05, 9.99338
14.58, 5.00331, -0.000180087, 9.99338
14.59, 5.00331, -0.000310654, 9.99339
14.6, 5.0033, -0.00043979, 9.9934
14.61, 5.0033, -0.000567459, 9.99341
14.62, 5.00329, -0.000693625, 9.99342
14.63, 5.00328, -0.000818251, 9.99344
14.64, 5.00327, -0.000941304, 9.99346
14.65, 5.00326, -0.00106275, 9.99348
14.66, 5.00325, -0.00118256, 9.9935
14.67, 5.00324, -0.00130069, 9.99353
14.68, 5.00322, -0.00141712, 9.99356
14.69, 5.00321, -0.00153183, 9.99359
14.7, 5.00319, -0.00164477, 9.99362
14.71, 5.00317, -0.00175592, 9.99365
14.72, 5.00315, -0.00186527, 9.99369
14.73, 5.00313, -0.00197277, 9.99373
14.74, 5.00311, -0.00207841, 9.99377
14.75, 5.00309, -0.00218216, 9.99382
14.76, 5.00307, -0.00228399, 9.99386
14.77, 5.00304, -0.0023839, 9.99391
14.78, 5.00302, -0.00248186, 9.99396
14.79, 5.00299, -0.00257784, 9.99401
14.8, 5.00297, -0.00267183, 9.99406
14.81, 5.00294, -0.00276381, 9.99412
14.82, 5.00291, -0.00285377, 9.99418
14.83, 5.00288, -0.00294169, 9.99424
14.84, 5.00285, -0.00302755, 9.9943
14.85, 5.00282, -0.00311134, 9.99436
14.86, 5.00279, -0.00319305, 9.99442
14.87, 5.00276, -0.00327266, 9.99449
14.88, 5.00272, -0.00335017, 9.99456
14.89, 5.00269, -0.00342557, 9.99462
14.9, 5.00265, -0.00349884, 9.99469
14.91, 5.00262, -0.00356997, 9.99477
14.92, 5.00258, -0.00363897, 9.99484
14.93, 5.00254, -0.00370582, 9.99491
14.94, 5.00251, -0.00377053, 9.99499
14.95, 5.00247, -0.00383307, 9.99506
14.96, 5.00243, -0.00389346, 9.99514
14.97, 5.00239, -0.00395169, 9.99522
14.98, 5.00235, -0.00400775, 9.9953
14.99, 5.00231, -0.00406165, 9.99538
15, 5.00227, -0.00411339, 9.99546
15.01, 5.00223, -0.00416296, 9.99555
15.02, 5.00218, -0.00421037, 9.99563
15.03, 5.00214, -0.00425563, 9.99572
15.04, 5.0021, -0.00429873, 9.9958
15.05, 5.00206, -0.00433968, 9.99589
15.06, 5.00201, -0.00437848, 9.99598
15.07, 5.00197, -0.00441514, 9.99607
15.08, 5.00192, -0.00444968, 9.99615
15.09, 5.00188, -0.00448208, 9.99624
15.1, 5.00183, -0.00451237, 9.99633
15.11, 5.00179, -0.00454055, 9.99643
15.12, 5.00174, -0.00456664, 9.99652
15.13, 5.0017, -0.00459063, 9.99661
15.14, 5.00165, -0.00461255, 9.9967
15.15, 5.0016, -0.00463241, 9.99679
15.16, 5.00156, -0.00465021, 9.99689
15.17, 5.00151, -0.00466598, 9.99698
15.18, 5.00146, -0.00467972, 9.99707
15.19, 5.00142, -0.00469145, 9.99717
15.2, 5.00137, -0.00470119, 9.99726
15.21, 5.00132, -0.00470895, 9.99736
15.22, 5.00128, -0.00471475, 9.99745
15.23, 5.00123, -0.00471861, 9.99754
15.24, 5.00118, -0.00472054, 9.99764
15.25, 5.00113, -0.00472056, 9.99773
15.26, 5.00109, -0.0047187, 9.99783
15.27, 5.00104, -0.00471496, 9.99792
15.28, 5.00099, -0.00470938, 9.99802
15.29, 5.00095, -0.00470197, 9.99811
15.3, 5.0009, -0.00469275, 9.9982
15.31, 5.00085, -0.00468174, 9.9983
15.32, 5.0008, -0.00466898, 9.99839
15.33, 5.00076, -0.00465447, 9.99848
15.34, 5.00071, -0.00463825, 9.99858
15.35, 5.00067, -0.00462033, 9.99867
15.36, 5.00062, -0.00460075, 9.99876
15.37, 5.00057, -0.00457952, 9.99885
15.38, 5.00053, -0.00455667, 9.99894
15.39, 5.00048, -0.00453223, 9.99903
15.4, 5.00044, -0.00450622, 9.99912
15.41, 5.00039, -0.00447867, 9.99921
15.42, 5.00035, -0.0044496, 9.9993
15.43, 5.0003, -0.00441904, 9.99939
15.44, 5.00026, -0.00438702, 9.99948
15.45, 5.00022, -0.00435356, 9.99957
15.46, 5.00017, -0.0043187, 9.99965
15.47, 5.00013, -0.00428246, 9.99974
15.48, 5.00009, -0.00424487, 9.99982
15.49, 5.00005, -0.00420595, 9.99991
15.5, 5, -0.00416575, 9.99999
15.51, 4.99996, -0.00412428, 10.0001
15.52, 4.99992, -0.00408157, 10.0002
15.53, 4.99988, -0.00403766, 10.0002
15.54, 4.99984, -0.00399257, 10.0003
15.55, 4.9998, -0.00394634, 10.0004
15.56, 4.99976, -0.00389899, 10.0005
15.57, 4.99973, -0.00385055, 10.0005
15.58, 4.99969, -0.00380106, 10.0006
15.59, 4.99965, -0.00375054, 10.0007
15.6, 4.99961, -0.00369903, 10.0008
15.61, 4.99958, -0.00364655, 10.0008
15.62, 4.99954, -0.00359314, 10.0009
15.63, 4.99951, -0.00353883, 10.001
15.64, 4.99947, -0.00348364, 10.0011
15.65, 4.99944, -0.00342761, 10.0011
15.66, 4.9994, -0.00337078, 10.0012
15.67, 4.99937, -0.00331316, 10.0013
15.68, 4.99934, -0.00325479, 10.0013
15.69, 4.9993, -0.0031957, 10.0014
15.7, 4.99927, -0.00313593, 10.0015
15.71, 4.99924, -0.0030755, 10.0015
15.72, 4.99921, -0.00301444, 10.0016
15.73, 4.99918, -0.00295279, 10.0016
15.74, 4.99915, -0.00289058, 10.0017
15.75, 4.99913, -0.00282783, 10.0017
15.76, 4.9991, -0.00276457, 10.0018
15.77, 4.99907, -0.00270085, 10.0019
15.78, 4.99904, -0.00263668, 10.0019
15.79, 4.99902, -0.0025721, 10.002
15.8, 4.99899, -0.00250713, 10.002
15.81, 4.99897, -0.00244181, 10.0021
15.82, 4.99895, -0.00237617, 10.0021
15.83, 4.99892, -0.00231023, 10.0022
15.84, 4.9989, -0.00224403, 10.0022
15.85, 4.99888, -0.00217759, 10.0022
15.86, 4.99886, -0.00211095, 10.0023
15.87, 4.99884, -0.00204413, 10.0023
15.88, 4.99882, -0.00197716, 10.0024
15.89, 4.9988, -0.00191007, 10.0024
15.9, 4.99878, -0.00184288, 10.0024
15.91, 4.99876, -0.00177563, 10.0025
15.92, 4.99874, -0.00170834, 10.0025
15.93, 4.99873, -0.00164104, 10.0025
15.94, 4.99871, -0.00157376, 10.0026
15.95, 4.9987, -0.00150652, 10.0026
15.96, 4.99868, -0.00143935, 10.0026
15.97, 4.99867, -0.00137228, 10.0027
15.98, 4.99866, -0.00130533, 10.0027
15.99, 4.99864, -0.00123853, 10.0027
16, 4.99863, -0.00117189, 10.0027
16.01, 4.99862, -0.00110546, 10.0028
16.02, 4.99861, -0.00103925, 10.0028
16.03, 4.9986, -0.000973284, 10.0028
16.04, 4.99859, -0.00090759, 10.0028
16.05, 4.99858, -0.000842189, 10.0028
16.06, 4.99858, -0.000777105, 10.0028
16.07, 4.99857, -0.000712361, 10.0029
16.08, 4.99856, -0.00064798, 10.0029
16.09, 4.99856, -0.000583984, 10.0029
16.1, 4.99855, -0.000520393, 10.0029
16.11, 4.99855, -0.000457231, 10.0029
16.12, 4.99854, -0.000394517, 10.0029
16.13, 4.99854, -0.000332273, 10.0029
16.14, 4.99854, -0.000270518, 10.0029
16.15, 4.99853, -0.000209272, 10.0029
16.16, 4.99853, -0.000148556, 10.0029
16.17, 4.99853, -8.83866e-05, 10.0029
16.18, 4.99853, -2.87839e-05, 10.0029
16.19, 4.99853, 3.02343e-05, 10.0029
16.2, 4.99853, 8.86502e-05, 10.0029
16.21, 4.99853, 0.000146446, 10.0029
16.22, 4.99854, 0.000203606, 10.0029
16.23, 4.99854, 0.000260113, 10.0029
16.24, 4.99854, 0.000315951, 10.0029
16.25, 4.99855, 0.000371103, 10.0029
16.26, 4.99855, 0.000425556, 10.0029
16.27, 4.99855, 0.000479294, 10.0029
16.28, 4.99856, 0.000532303, 10.0029
16.29, 4.99857, 0.000584569, 10.0029
16.3, 4.99857, 0.000636079, 10.0029
16.31, 4.99858, 0.000686819, 10.0028
16.32, 4.99859, 0.000736777, 10.0028
16.33, 4.99859, 0.00078594, 10.0028
16.34, 4.9986, 0.000834298, 10.0028
16.35, 4.99861, 0.000881838, 10.0028
16.36, 4.99862, 0.00092855, 10.0028
16.37, 4.99863, 0.000974424, 10.0027
16.38, 4.99864, 0.00101945, 10.0027
16.39, 4.99865, 0.00106362, 10.0027
16.4, 4.99866, 0.00110692, 10.0027
16.41, 4.99867, 0.00114934, 10.0027
16.42, 4.99869, 0.00119088, 10.0026
16.43, 4.9987, 0.00123153, 10.0026
16.44, 4.99871, 0.00127128, 10.0026
16.45, 4.99872, 0.00131012, 10.0026
16.46, 4.99874, 0.00134805, 10.0025
16.47, 4.99875, 0.00138506, 10.0025
16.48, 4.99877, 0.00142115, 10.0025
16.49, 4.99878, 0.00145631, 10.0024
16.5, 4.9988, 0.00149054, 10.0024
16.51, 4.99881, 0.00152382, 10.0024
16.52, 4.99883, 0.00155617, 10.0023
16.53, 4.99884, 0.00158756, 10.0023
16.54, 4.99886, 0.00161801, 10.0023
16.55, 4.99887, 0.00164751, 10.0023
16.56, 4.99889, 0.00167605, 10.0022
16.57, 4.99891, 0.00170364, 10.0022
16.58, 4.99893, 0.00173027, 10.0021
16.59, 4.99894, 0.00175594, 10.0021
16.6, 4.99896, 0.00178066, 10.0021
16.61, 4.99898, 0.00180441, 10.002
16.62, 4.999, 0.0018272, 10.002
16.63, 4.99902, 0.00184904, 10.002
16.64, 4.99903, 0.00186992, 10.0019
16.65, 4.99905, 0.00188984, 10.0019
16.66, 4.99907, 0.0019088, 10.0019
16.67, 4.99909, 0.00192681, 10.0018
16.68, 4.99911, 0.00194387, 10.0018
16.69, 4.99913, 0.00195999, 10.0017
16.7, 4.99915, 0.00197516, 10.0017
16.71, 4.99917, 0.00198938, 10.0017
16.72, 4.99919, 0.00200267, 10.0016
16.73, 4.99921, 0.00201502, 10.0016
16.74, 4.99923, 0.00202645, 10.0015
16.75, 4.99925, 0.00203695, 10.0015
16.76, 4.99927, 0.00204653, 10.0015
16.77, 4.99929, 0.00205519, 10.0014
16.78, 4.99931, 0.00206295, 10.0014
16.79, 4.99933, 0.00206981, 10.0013
16.8, 4.99935, 0.00207576, 10.0013
16.81, 4.99938, 0.00208083, 10.0012
16.82, 4.9994, 0.00208502, 10.0012
16.83, 4.99942, 0.00208832, 10.0012
16.84, 4.99944, 0.00209077, 10.0011
16.85, 4.99946, 0.00209235, 10.0011
16.86, 4.99948, 0.00209307, 10.001
16.87, 4.9995, 0.00209295, 10.001
16.88, 4.99952, 0.002092, 10.001
16.89, 4.99954, 0.00209022, 10.0009
16.9, 4.99956, 0.00208762, 10.0009
16.91, 4.99958, 0.00208421, 10.0008
16.92, 4.9996, 0.00208001, 10.0008
16.93, 4.99963, 0.00207501, 10.0007
16.94, 4.99965, 0.00206923, 10.0007
16.95, 4.99967, 0.00206268, 10.0007
16.96, 4.99969, 0.00205538, 10.0006
16.97, 4.99971, 0.00204732, 10.0006
16.98, 4.99973, 0.00203853, 10.0005
16.99, 4.99975, 0.002029, 10.0005
17, 4.99977, 0.00201877, 10.0005
17.01, 4.99979, 0.00200782, 10.0004
17.02, 4.99981, 0.00199618, 10.0004
17.03, 4.99983, 0.00198387, 10.0003
17.04, 4.99985, 0.00197088, 10.0003
17.05, 4.99987, 0.00195723, 10.0003
17.06, 4.99989, 0.00194293, 10.0002
17.07, 4.99991, 0.001928, 10.0002
17.08, 4.99993, 0.00191245, 10.0001
17.09, 4.99994, 0.00189629, 10.0001
17.1, 4.99996, 0.00187954, 10.0001
17.11, 4.99998, 0.0018622, 10
17.12, 5, 0.00184428, 10
17.13, 5.00002, 0.00182581, 9.99996
17.14, 5.00004, 0.00180679, 9.99993
17.15, 5.00005, 0.00178724, 9.99989
17.16, 5.00007, 0.00176718, 9.99985
17.17, 5.00009, 0.0017466, 9.99982
17.18, 5.00011, 0.00172553, 9.99979
17.19, 5.00012, 0.00170399, 9.99975
17.2, 5.00014, 0.00168197, 9.99972
17.21, 5.00016, 0.00165951, 9.99968
17.22, 5.00017, 0.0016366, 9.99965
17.23, 5.00019, 0.00161327, 9.99962
17.24, 5.00021, 0.00158953, 9.99959
17.25, 5.00022, 0.00156538, 9.99956
17.26, 5.00024, 0.00154086, 9.99953
17.27, 5.00025, 0.00151596, 9.9995
17.28, 5.00027, 0.00149071, 9.99947
17.29, 5.00028, 0.00146511, 9.99944
17.3, 5.0003, 0.00143918, 9.99941
17.31, 5.00031, 0.00141294, 9.99938
17.32, 5.00032, 0.00138639, 9.99935
17.33, 5.00034, 0.00135955, 9.99932
17.34, 5.00035, 0.00133244, 9.9993
17.35, 5.00036, 0.00130507, 9.99927
17.36, 5.00038, 0.00127744, 9.99925
17.37, 5.00039, 0.00124959, 9.99922
17.38, 5.0004, 0.00122151, 9.9992
17.39, 5.00041, 0.00119322, 9.99917
17.4, 5.00043, 0.00116474, 9.99915
17.41, 5.00044, 0.00113608, 9.99913
17.42, 5.00045, 0.00110725, 9.9991
17.43, 5.00046, 0.00107827, 9.99908
17.44, 5.00047, 0.00104914, 9.99906
17.45, 5.00048, 0.00101989, 9.99904
17.46, 5.00049, 0.000990518, 9.99902
17.47, 5.0005, 0.000961046, 9.999
17.48, 5.00051, 0.000931484, 9.99898
17.49, 5.00052, 0.000901846, 9.99897
17.5, 5.00053, 0.000872143, 9.99895
17.51, 5.00053, 0.000842388, 9.99893
17.52, 5.00054, 0.000812594, 9.99892
17.53, 5.00055, 0.000782773, 9.9989
17.54, 5.00056, 0.000752937, 9.99888
17.55, 5.00056, 0.000723098, 9.99887
17.56, 5.00057, 0.000693269, 9.99886
17.57, 5.00058, 0.00066346, 9.99884
17.58, 5.00058, 0.000633684, 9.99883
17.59, 5.00059, 0.000603952, 9.99882
17.6, 5.0006, 0.000574276, 9.99881
17.61, 5.0006, 0.000544667, 9.9988
17.62, 5.00061, 0.000515136, 9.99879
17.63, 5.00061, 0.000485695, 9.99878
17.64, 5.00062, 0.000456354, 9.99877
17.65, 5.00062, 0.000427123, 9.99876
17.66, 5.00062, 0.000398014, 9.99875
17.67, 5.00063, 0.000369037, 9.99874
17.68, 5.00063, 0.000340202, 9.99874
17.69, 5.00064, 0.000311519, 9.99873
17.7, 5.00064, 0.000282999, 9.99872
