========================================
Experiment: PD Controller + Spring Mass Damper
========================================

Simulation Parameters
---------------------
Target Position : 10.0 m
Simulation Time : 20.0 s
Time Step (dt) : 0.01 s

Controller
----------
Kp : 2.0
Kd : 2.0

Plant
-----
Mass : 1.0 kg
Spring Constant : 2.0
Damping Coefficient : 1.0

Observed Results
----------------
- Position converges to the target.
- The position settled at 5.0 m instead of the 10.0 m target
- Maximum observed position: 5.00
- A steady-state error of  5.0 m remained.
- PD control is not effective for removing steady-state error for spring mass damper

Explanation
-----------
At equilibrium, the velocity and acceleration become zero. The controller output (Kp × error) balances the spring restoring force (k × x). Since this balance occurs before the target position is reached, the error remains non-zero, resulting in a steady-state error.

Logs
----
time,position,velocity,controller_output
11.63, 5, 1.09606e-07, 10
11.64, 5, 1.04135e-07, 10
11.65, 5, 9.87874e-08, 10
11.66, 5, 9.35603e-08, 10
11.67, 5, 8.84526e-08, 10
11.68, 5, 8.34627e-08, 10
11.69, 5, 7.85892e-08, 10
11.7, 5, 7.38304e-08, 10
11.71, 5, 6.91848e-08, 10
11.72, 5, 6.46509e-08, 10
11.73, 5, 6.02272e-08, 10
11.74, 5, 5.59121e-08, 10
11.75, 5, 5.17041e-08, 10
11.76, 5, 4.76017e-08, 10
11.77, 5, 4.36033e-08, 10
11.78, 5, 3.97074e-08, 10
11.79, 5, 3.59125e-08, 10
11.8, 5, 3.22171e-08, 10
11.81, 5, 2.86196e-08, 10
11.82, 5, 2.51187e-08, 10
11.83, 5, 2.17127e-08, 10
11.84, 5, 1.84002e-08, 10
11.85, 5, 1.51797e-08, 10
11.86, 5, 1.20498e-08, 10
11.87, 5, 9.00889e-09, 10
11.88, 5, 6.05566e-09, 10
11.89, 5, 3.18859e-09, 10
11.9, 5, 4.0627e-10, 10
11.91, 5, -2.29275e-09, 10
11.92, 5, -4.90988e-09, 10
11.93, 5, -7.44653e-09, 10
11.94, 5, -9.90411e-09, 10
11.95, 5, -1.2284e-08, 10
11.96, 5, -1.45876e-08, 10
11.97, 5, -1.68162e-08, 10
11.98, 5, -1.89713e-08, 10
11.99, 5, -2.10541e-08, 10
12, 5, -2.3066e-08, 10
12.01, 5, -2.50083e-08, 10
12.02, 5, -2.68823e-08, 10
12.03, 5, -2.86894e-08, 10
12.04, 5, -3.04308e-08, 10
12.05, 5, -3.21077e-08, 10
12.06, 5, -3.37216e-08, 10
12.07, 5, -3.52735e-08, 10
12.08, 5, -3.67647e-08, 10
12.09, 5, -3.81965e-08, 10
12.1, 5, -3.95701e-08, 10
12.11, 5, -4.08866e-08, 10
12.12, 5, -4.21473e-08, 10
12.13, 5, -4.33533e-08, 10
12.14, 5, -4.45058e-08, 10
12.15, 5, -4.56059e-08, 10
12.16, 5, -4.66548e-08, 10
12.17, 5, -4.76535e-08, 10
12.18, 5, -4.86032e-08, 10
12.19, 5, -4.9505e-08, 10
12.2, 5, -5.03599e-08, 10
12.21, 5, -5.11691e-08, 10
12.22, 5, -5.19335e-08, 10
12.23, 5, -5.26541e-08, 10
12.24, 5, -5.33321e-08, 10
12.25, 5, -5.39685e-08, 10
12.26, 5, -5.45641e-08, 10
12.27, 5, -5.51201e-08, 10
12.28, 5, -5.56373e-08, 10
12.29, 5, -5.61168e-08, 10
12.3, 5, -5.65594e-08, 10
12.31, 5, -5.69661e-08, 10
12.32, 5, -5.73379e-08, 10
12.33, 5, -5.76755e-08, 10
12.34, 5, -5.798e-08, 10
12.35, 5, -5.82521e-08, 10
12.36, 5, -5.84927e-08, 10
12.37, 5, -5.87028e-08, 10
12.38, 5, -5.8883e-08, 10
12.39, 5, -5.90343e-08, 10
12.4, 5, -5.91575e-08, 10
12.41, 5, -5.92533e-08, 10
12.42, 5, -5.93225e-08, 10
12.43, 5, -5.93659e-08, 10
12.44, 5, -5.93843e-08, 10
12.45, 5, -5.93783e-08, 10
12.46, 5, -5.93488e-08, 10
12.47, 5, -5.92964e-08, 10
12.48, 5, -5.92219e-08, 10
12.49, 5, -5.91259e-08, 10
12.5, 5, -5.90092e-08, 10
12.51, 5, -5.88724e-08, 10
12.52, 5, -5.87161e-08, 10
12.53, 5, -5.8541e-08, 10
12.54, 5, -5.83477e-08, 10
12.55, 5, -5.81369e-08, 10
12.56, 5, -5.79092e-08, 10
12.57, 5, -5.76652e-08, 10
12.58, 5, -5.74054e-08, 10
12.59, 5, -5.71304e-08, 10
12.6, 5, -5.68408e-08, 10
12.61, 5, -5.65372e-08, 10
12.62, 5, -5.62201e-08, 10
12.63, 5, -5.589e-08, 10
12.64, 5, -5.55474e-08, 10
12.65, 5, -5.51929e-08, 10
12.66, 5, -5.4827e-08, 10
12.67, 5, -5.44501e-08, 10
12.68, 5, -5.40627e-08, 10
12.69, 5, -5.36654e-08, 10
12.7, 5, -5.32585e-08, 10
12.71, 5, -5.28425e-08, 10
12.72, 5, -5.24178e-08, 10
12.73, 5, -5.19849e-08, 10
12.74, 5, -5.15442e-08, 10
12.75, 5, -5.10961e-08, 10
12.76, 5, -5.0641e-08, 10
12.77, 5, -5.01793e-08, 10
12.78, 5, -4.97114e-08, 10
12.79, 5, -4.92376e-08, 10
12.8, 5, -4.87584e-08, 10
12.81, 5, -4.8274e-08, 10
12.82, 5, -4.77849e-08, 10
12.83, 5, -4.72913e-08, 10
12.84, 5, -4.67936e-08, 10
12.85, 5, -4.62921e-08, 10
12.86, 5, -4.57871e-08, 10
12.87, 5, -4.5279e-08, 10
12.88, 5, -4.4768e-08, 10
12.89, 5, -4.42545e-08, 10
12.9, 5, -4.37386e-08, 10
12.91, 5, -4.32207e-08, 10
12.92, 5, -4.27011e-08, 10
12.93, 5, -4.21799e-08, 10
12.94, 5, -4.16576e-08, 10
12.95, 5, -4.11342e-08, 10
12.96, 5, -4.06101e-08, 10
12.97, 5, -4.00855e-08, 10
12.98, 5, -3.95606e-08, 10
12.99, 5, -3.90356e-08, 10
13, 5, -3.85107e-08, 10
13.01, 5, -3.79862e-08, 10
13.02, 5, -3.74622e-08, 10
13.03, 5, -3.69389e-08, 10
13.04, 5, -3.64166e-08, 10
13.05, 5, -3.58954e-08, 10
13.06, 5, -3.53754e-08, 10
13.07, 5, -3.48569e-08, 10
13.08, 5, -3.43401e-08, 10
13.09, 5, -3.38249e-08, 10
13.1, 5, -3.33118e-08, 10
13.11, 5, -3.28006e-08, 10
13.12, 5, -3.22917e-08, 10
13.13, 5, -3.17852e-08, 10
13.14, 5, -3.12811e-08, 10
13.15, 5, -3.07796e-08, 10
13.16, 5, -3.02809e-08, 10
13.17, 5, -2.9785e-08, 10
13.18, 5, -2.92921e-08, 10
13.19, 5, -2.88023e-08, 10
13.2, 5, -2.83156e-08, 10
13.21, 5, -2.78322e-08, 10
13.22, 5, -2.73522e-08, 10
13.23, 5, -2.68756e-08, 10
13.24, 5, -2.64026e-08, 10
13.25, 5, -2.59332e-08, 10
13.26, 5, -2.54675e-08, 10
13.27, 5, -2.50056e-08, 10
13.28, 5, -2.45475e-08, 10
13.29, 5, -2.40934e-08, 10
13.3, 5, -2.36433e-08, 10
13.31, 5, -2.31972e-08, 10
13.32, 5, -2.27552e-08, 10
13.33, 5, -2.23174e-08, 10
13.34, 5, -2.18837e-08, 10
13.35, 5, -2.14544e-08, 10
13.36, 5, -2.10293e-08, 10
13.37, 5, -2.06086e-08, 10
13.38, 5, -2.01922e-08, 10
13.39, 5, -1.97803e-08, 10
13.4, 5, -1.93728e-08, 10
13.41, 5, -1.89698e-08, 10
13.42, 5, -1.85713e-08, 10
13.43, 5, -1.81773e-08, 10
13.44, 5, -1.77878e-08, 10
13.45, 5, -1.7403e-08, 10
13.46, 5, -1.70227e-08, 10
13.47, 5, -1.6647e-08, 10
13.48, 5, -1.62759e-08, 10
13.49, 5, -1.59095e-08, 10
13.5, 5, -1.55477e-08, 10
13.51, 5, -1.51905e-08, 10
13.52, 5, -1.48379e-08, 10
13.53, 5, -1.449e-08, 10
13.54, 5, -1.41468e-08, 10
13.55, 5, -1.38081e-08, 10
13.56, 5, -1.34742e-08, 10
13.57, 5, -1.31448e-08, 10
13.58, 5, -1.28201e-08, 10
13.59, 5, -1.24999e-08, 10
13.6, 5, -1.21844e-08, 10
13.61, 5, -1.18735e-08, 10
13.62, 5, -1.15671e-08, 10
13.63, 5, -1.12654e-08, 10
13.64, 5, -1.09681e-08, 10
13.65, 5, -1.06754e-08, 10
13.66, 5, -1.03872e-08, 10
13.67, 5, -1.01035e-08, 10
13.68, 5, -9.82428e-09, 10
13.69, 5, -9.54949e-09, 10
13.7, 5, -9.27913e-09, 10
13.71, 5, -9.01316e-09, 10
13.72, 5, -8.75157e-09, 10
13.73, 5, -8.49433e-09, 10
13.74, 5, -8.2414e-09, 10
13.75, 5, -7.99277e-09, 10
13.76, 5, -7.7484e-09, 10
13.77, 5, -7.50826e-09, 10
13.78, 5, -7.27232e-09, 10
13.79, 5, -7.04055e-09, 10
13.8, 5, -6.81292e-09, 10
13.81, 5, -6.58939e-09, 10
13.82, 5, -6.36993e-09, 10
13.83, 5, -6.15451e-09, 10
13.84, 5, -5.94308e-09, 10
13.85, 5, -5.73563e-09, 10
13.86, 5, -5.5321e-09, 10
13.87, 5, -5.33247e-09, 10
13.88, 5, -5.13669e-09, 10
13.89, 5, -4.94473e-09, 10
13.9, 5, -4.75655e-09, 10
13.91, 5, -4.57211e-09, 10
13.92, 5, -4.39138e-09, 10
13.93, 5, -4.21432e-09, 10
13.94, 5, -4.04088e-09, 10
13.95, 5, -3.87102e-09, 10
13.96, 5, -3.70472e-09, 10
13.97, 5, -3.54192e-09, 10
13.98, 5, -3.38259e-09, 10
13.99, 5, -3.22668e-09, 10
14, 5, -3.07416e-09, 10
14.01, 5, -2.92499e-09, 10
14.02, 5, -2.77913e-09, 10
14.03, 5, -2.63652e-09, 10
14.04, 5, -2.49714e-09, 10
14.05, 5, -2.36095e-09, 10
14.06, 5, -2.22789e-09, 10
14.07, 5, -2.09794e-09, 10
14.08, 5, -1.97104e-09, 10
14.09, 5, -1.84717e-09, 10
14.1, 5, -1.72627e-09, 10
14.11, 5, -1.6083e-09, 10
14.12, 5, -1.49324e-09, 10
14.13, 5, -1.38102e-09, 10
14.14, 5, -1.27163e-09, 10
14.15, 5, -1.165e-09, 10
14.16, 5, -1.06111e-09, 10
14.17, 5, -9.59907e-10, 10
14.18, 5, -8.61358e-10, 10
14.19, 5, -7.65422e-10, 10
14.2, 5, -6.72057e-10, 10
14.21, 5, -5.81225e-10, 10
14.22, 5, -4.92885e-10, 10
14.23, 5, -4.06999e-10, 10
14.24, 5, -3.23527e-10, 10
14.25, 5, -2.42428e-10, 10
14.26, 5, -1.63667e-10, 10
14.27, 5, -8.72014e-11, 10
14.28, 5, -1.29953e-11, 10
14.29, 5, 5.89888e-11, 10
14.3, 5, 1.28791e-10, 10
14.31, 5, 1.96447e-10, 10
14.32, 5, 2.61994e-10, 10
14.33, 5, 3.2547e-10, 10
14.34, 5, 3.86913e-10, 10
14.35, 5, 4.46358e-10, 10
14.36, 5, 5.03839e-10, 10
14.37, 5, 5.59395e-10, 10
14.38, 5, 6.13061e-10, 10
14.39, 5, 6.64872e-10, 10
14.4, 5, 7.14862e-10, 10
14.41, 5, 7.63066e-10, 10
14.42, 5, 8.0952e-10, 10
14.43, 5, 8.54256e-10, 10
14.44, 5, 8.97309e-10, 10
14.45, 5, 9.3871e-10, 10
14.46, 5, 9.78494e-10, 10
14.47, 5, 1.01669e-09, 10
14.48, 5, 1.05334e-09, 10
14.49, 5, 1.08846e-09, 10
14.5, 5, 1.1221e-09, 10
14.51, 5, 1.15428e-09, 10
14.52, 5, 1.18503e-09, 10
14.53, 5, 1.21439e-09, 10
14.54, 5, 1.24237e-09, 10
14.55, 5, 1.26903e-09, 10
14.56, 5, 1.29437e-09, 10
14.57, 5, 1.31844e-09, 10
14.58, 5, 1.34126e-09, 10
14.59, 5, 1.36285e-09, 10
14.6, 5, 1.38326e-09, 10
14.61, 5, 1.40249e-09, 10
14.62, 5, 1.42059e-09, 10
14.63, 5, 1.43758e-09, 10
14.64, 5, 1.45349e-09, 10
14.65, 5, 1.46833e-09, 10
14.66, 5, 1.48214e-09, 10
14.67, 5, 1.49495e-09, 10
14.68, 5, 1.50677e-09, 10
14.69, 5, 1.51764e-09, 10
14.7, 5, 1.52757e-09, 10
14.71, 5, 1.53659e-09, 10
14.72, 5, 1.54473e-09, 10
14.73, 5, 1.55201e-09, 10
14.74, 5, 1.55845e-09, 10
14.75, 5, 1.56407e-09, 10
14.76, 5, 1.56889e-09, 10
14.77, 5, 1.57295e-09, 10
14.78, 5, 1.57625e-09, 10
14.79, 5, 1.57882e-09, 10
14.8, 5, 1.58069e-09, 10
14.81, 5, 1.58187e-09, 10
14.82, 5, 1.58238e-09, 10
14.83, 5, 1.58224e-09, 10
14.84, 5, 1.58147e-09, 10
14.85, 5, 1.58009e-09, 10
14.86, 5, 1.57812e-09, 10
14.87, 5, 1.57558e-09, 10
14.88, 5, 1.57249e-09, 10
14.89, 5, 1.56886e-09, 10
14.9, 5, 1.56471e-09, 10
14.91, 5, 1.56006e-09, 10
14.92, 5, 1.55492e-09, 10
14.93, 5, 1.54932e-09, 10
14.94, 5, 1.54326e-09, 10
14.95, 5, 1.53677e-09, 10
14.96, 5, 1.52986e-09, 10
14.97, 5, 1.52255e-09, 10
14.98, 5, 1.51484e-09, 10
14.99, 5, 1.50676e-09, 10
15, 5, 1.49832e-09, 10
15.01, 5, 1.48953e-09, 10
15.02, 5, 1.48042e-09, 10
15.03, 5, 1.47098e-09, 10
15.04, 5, 1.46124e-09, 10
15.05, 5, 1.4512e-09, 10
15.06, 5, 1.44089e-09, 10
15.07, 5, 1.43031e-09, 10
15.08, 5, 1.41947e-09, 10
15.09, 5, 1.40839e-09, 10
15.1, 5, 1.39708e-09, 10
15.11, 5, 1.38556e-09, 10
15.12, 5, 1.37382e-09, 10
15.13, 5, 1.36188e-09, 10
15.14, 5, 1.34976e-09, 10
15.15, 5, 1.33747e-09, 10
15.16, 5, 1.325e-09, 10
15.17, 5, 1.31238e-09, 10
15.18, 5, 1.29962e-09, 10
15.19, 5, 1.28671e-09, 10
15.2, 5, 1.27368e-09, 10
15.21, 5, 1.26054e-09, 10
15.22, 5, 1.24728e-09, 10
15.23, 5, 1.23392e-09, 10
15.24, 5, 1.22047e-09, 10
15.25, 5, 1.20693e-09, 10
15.26, 5, 1.19331e-09, 10
15.27, 5, 1.17963e-09, 10
15.28, 5, 1.16589e-09, 10
15.29, 5, 1.15209e-09, 10
15.3, 5, 1.13824e-09, 10
15.31, 5, 1.12436e-09, 10
15.32, 5, 1.11044e-09, 10
15.33, 5, 1.0965e-09, 10
15.34, 5, 1.08253e-09, 10
15.35, 5, 1.06855e-09, 10
15.36, 5, 1.05457e-09, 10
15.37, 5, 1.04058e-09, 10
15.38, 5, 1.02659e-09, 10
15.39, 5, 1.01262e-09, 10
15.4, 5, 9.98653e-10, 10
15.41, 5, 9.84709e-10, 10
15.42, 5, 9.7079e-10, 10
15.43, 5, 9.569e-10, 10
15.44, 5, 9.43044e-10, 10
15.45, 5, 9.29226e-10, 10
15.46, 5, 9.15452e-10, 10
15.47, 5, 9.01724e-10, 10
15.48, 5, 8.88047e-10, 10
15.49, 5, 8.74425e-10, 10
15.5, 5, 8.60863e-10, 10
15.51, 5, 8.47364e-10, 10
15.52, 5, 8.33931e-10, 10
15.53, 5, 8.20567e-10, 10
15.54, 5, 8.07275e-10, 10
15.55, 5, 7.94059e-10, 10
15.56, 5, 7.80923e-10, 10
15.57, 5, 7.67869e-10, 10
15.58, 5, 7.54899e-10, 10
15.59, 5, 7.42016e-10, 10
15.6, 5, 7.29222e-10, 10
15.61, 5, 7.16521e-10, 10
15.62, 5, 7.03914e-10, 10
15.63, 5, 6.91404e-10, 10
15.64, 5, 6.78992e-10, 10
15.65, 5, 6.6668e-10, 10
15.66, 5, 6.54472e-10, 10
15.67, 5, 6.42367e-10, 10
15.68, 5, 6.3037e-10, 10
15.69, 5, 6.18481e-10, 10
15.7, 5, 6.06701e-10, 10
15.71, 5, 5.95031e-10, 10
15.72, 5, 5.83473e-10, 10
15.73, 5, 5.72029e-10, 10
15.74, 5, 5.607e-10, 10
15.75, 5, 5.49486e-10, 10
15.76, 5, 5.38387e-10, 10
15.77, 5, 5.27406e-10, 10
15.78, 5, 5.16545e-10, 10
15.79, 5, 5.05802e-10, 10
15.8, 5, 4.95179e-10, 10
15.81, 5, 4.84677e-10, 10
15.82, 5, 4.74296e-10, 10
15.83, 5, 4.64038e-10, 10
15.84, 5, 4.539e-10, 10
15.85, 5, 4.43886e-10, 10
15.86, 5, 4.33994e-10, 10
15.87, 5, 4.24227e-10, 10
15.88, 5, 4.14582e-10, 10
15.89, 5, 4.0506e-10, 10
15.9, 5, 3.95662e-10, 10
15.91, 5, 3.86387e-10, 10
15.92, 5, 3.77237e-10, 10
15.93, 5, 3.68211e-10, 10
15.94, 5, 3.59307e-10, 10
15.95, 5, 3.50528e-10, 10
15.96, 5, 3.4187e-10, 10
15.97, 5, 3.33336e-10, 10
15.98, 5, 3.24925e-10, 10
15.99, 5, 3.16637e-10, 10
16, 5, 3.0847e-10, 10
16.01, 5, 3.00425e-10, 10
16.02, 5, 2.92502e-10, 10
16.03, 5, 2.84699e-10, 10
16.04, 5, 2.77017e-10, 10
16.05, 5, 2.69453e-10, 10
16.06, 5, 2.62009e-10, 10
16.07, 5, 2.54683e-10, 10
16.08, 5, 2.47476e-10, 10
16.09, 5, 2.40386e-10, 10
16.1, 5, 2.33411e-10, 10
16.11, 5, 2.26553e-10, 10
16.12, 5, 2.19809e-10, 10
16.13, 5, 2.1318e-10, 10
16.14, 5, 2.06665e-10, 10
16.15, 5, 2.00263e-10, 10
16.16, 5, 1.93972e-10, 10
16.17, 5, 1.87793e-10, 10
16.18, 5, 1.81724e-10, 10
16.19, 5, 1.75765e-10, 10
16.2, 5, 1.69914e-10, 10
16.21, 5, 1.6417e-10, 10
16.22, 5, 1.58534e-10, 10
16.23, 5, 1.53003e-10, 10
16.24, 5, 1.47576e-10, 10
16.25, 5, 1.42252e-10, 10
16.26, 5, 1.37031e-10, 10
16.27, 5, 1.31913e-10, 10
16.28, 5, 1.26896e-10, 10
16.29, 5, 1.21978e-10, 10
16.3, 5, 1.1716e-10, 10
16.31, 5, 1.12439e-10, 10
16.32, 5, 1.07814e-10, 10
16.33, 5, 1.03285e-10, 10
16.34, 5, 9.88505e-11, 10
16.35, 5, 9.45096e-11, 10
16.36, 5, 9.02613e-11, 10
16.37, 5, 8.61047e-11, 10
16.38, 5, 8.20387e-11, 10
16.39, 5, 7.80605e-11, 10
16.4, 5, 7.41708e-11, 10
16.41, 5, 7.03684e-11, 10
16.42, 5, 6.66524e-11, 10
16.43, 5, 6.30214e-11, 10
16.44, 5, 5.94726e-11, 10
16.45, 5, 5.60065e-11, 10
16.46, 5, 5.2622e-11, 10
16.47, 5, 4.93195e-11, 10
16.48, 5, 4.60961e-11, 10
16.49, 5, 4.29505e-11, 10
16.5, 5, 3.98812e-11, 10
16.51, 5, 3.68889e-11, 10
16.52, 5, 3.39721e-11, 10
16.53, 5, 3.11296e-11, 10
16.54, 5, 2.83599e-11, 10
16.55, 5, 2.56616e-11, 10
16.56, 5, 2.30334e-11, 10
16.57, 5, 2.04755e-11, 10
16.58, 5, 1.79847e-11, 10
16.59, 5, 1.55631e-11, 10
16.6, 5, 1.32076e-11, 10
16.61, 5, 1.09164e-11, 10
16.62, 5, 8.69002e-12, 10
16.63, 5, 6.52681e-12, 10
16.64, 5, 4.42705e-12, 10
16.65, 5, 2.38736e-12, 10
16.66, 5, 4.07964e-13, 10
16.67, 5, -1.51273e-12, 10
16.68, 5, -3.37454e-12, 10
16.69, 5, -5.17908e-12, 10
16.7, 5, -6.92798e-12, 10
16.71, 5, -8.62109e-12, 10
16.72, 5, -1.02601e-11, 10
16.73, 5, -1.18448e-11, 10
16.74, 5, -1.33788e-11, 10
16.75, 5, -1.486e-11, 10
16.76, 5, -1.62921e-11, 10
16.77, 5, -1.7675e-11, 10
16.78, 5, -1.90086e-11, 10
16.79, 5, -2.02945e-11, 10
16.8, 5, -2.15346e-11, 10
16.81, 5, -2.27289e-11, 10
16.82, 5, -2.38773e-11, 10
16.83, 5, -2.49815e-11, 10
16.84, 5, -2.60434e-11, 10
16.85, 5, -2.70629e-11, 10
16.86, 5, -2.80401e-11, 10
16.87, 5, -2.89768e-11, 10
16.88, 5, -2.98747e-11, 10
16.89, 5, -3.0734e-11, 10
16.9, 5, -3.15546e-11, 10
16.91, 5, -3.23384e-11, 10
16.92, 5, -3.30854e-11, 10
16.93, 5, -3.37958e-11, 10
16.94, 5, -3.44712e-11, 10
16.95, 5, -3.51138e-11, 10
16.96, 5, -3.57234e-11, 10
16.97, 5, -3.63002e-11, 10
16.98, 5, -3.68443e-11, 10
16.99, 5, -3.73575e-11, 10
17, 5, -3.784e-11, 10
17.01, 5, -3.82936e-11, 10
17.02, 5, -3.87186e-11, 10
17.03, 5, -3.91148e-11, 10
17.04, 5, -3.94844e-11, 10
17.05, 5, -3.98257e-11, 10
17.06, 5, -4.01422e-11, 10
17.07, 5, -4.04324e-11, 10
17.08, 5, -4.06982e-11, 10
17.09, 5, -4.09398e-11, 10
17.1, 5, -4.11573e-11, 10
17.11, 5, -4.13525e-11, 10
17.12, 5, -4.15239e-11, 10
17.13, 5, -4.16735e-11, 10
17.14, 5, -4.18031e-11, 10
17.15, 5, -4.19111e-11, 10
17.16, 5, -4.19995e-11, 10
17.17, 5, -4.20684e-11, 10
17.18, 5, -4.21181e-11, 10
17.19, 5, -4.21503e-11, 10
17.2, 5, -4.21637e-11, 10
17.21, 5, -4.216e-11, 10
17.22, 5, -4.21394e-11, 10
17.23, 5, -4.2104e-11, 10
17.24, 5, -4.20522e-11, 10
17.25, 5, -4.19858e-11, 10
17.26, 5, -4.19032e-11, 10
17.27, 5, -4.18065e-11, 10
17.28, 5, -4.16959e-11, 10
17.29, 5, -4.15732e-11, 10
17.3, 5, -4.14369e-11, 10
17.31, 5, -4.12871e-11, 10
17.32, 5, -4.11259e-11, 10
17.33, 5, -4.09534e-11, 10
17.34, 5, -4.07697e-11, 10
17.35, 5, -4.05752e-11, 10
17.36, 5, -4.03699e-11, 10
17.37, 5, -4.01541e-11, 10
17.38, 5, -3.99297e-11, 10
17.39, 5, -3.96951e-11, 10
17.4, 5, -3.94523e-11, 10
17.41, 5, -3.92015e-11, 10
17.42, 5, -3.89428e-11, 10
17.43, 5, -3.86765e-11, 10
17.44, 5, -3.84028e-11, 10
17.45, 5, -3.81218e-11, 10
17.46, 5, -3.78336e-11, 10
17.47, 5, -3.75386e-11, 10
17.48, 5, -3.72368e-11, 10
17.49, 5, -3.69302e-11, 10
17.5, 5, -3.66172e-11, 10
17.51, 5, -3.62999e-11, 10
17.52, 5, -3.59765e-11, 10
17.53, 5, -3.5649e-11, 10
17.54, 5, -3.53177e-11, 10
17.55, 5, -3.49809e-11, 10
17.56, 5, -3.46406e-11, 10
17.57, 5, -3.4297e-11, 10
17.58, 5, -3.39501e-11, 10
17.59, 5, -3.36003e-11, 10
17.6, 5, -3.32476e-11, 10
17.61, 5, -3.28923e-11, 10
17.62, 5, -3.25345e-11, 10
17.63, 5, -3.21744e-11, 10
17.64, 5, -3.18121e-11, 10
17.65, 5, -3.14478e-11, 10
17.66, 5, -3.10817e-11, 10
17.67, 5, -3.07139e-11, 10
17.68, 5, -3.03447e-11, 10
17.69, 5, -2.9974e-11, 10
17.7, 5, -2.9604e-11, 10
17.71, 5, -2.9233e-11, 10
17.72, 5, -2.88611e-11, 10
17.73, 5, -2.84884e-11, 10
17.74, 5, -2.81152e-11, 10
17.75, 5, -2.77416e-11, 10
17.76, 5, -2.73695e-11, 10
17.77, 5, -2.69973e-11, 10
17.78, 5, -2.66251e-11, 10
17.79, 5, -2.62531e-11, 10
17.8, 5, -2.58814e-11, 10
17.81, 5, -2.55119e-11, 10
17.82, 5, -2.51431e-11, 10
17.83, 5, -2.4775e-11, 10
17.84, 5, -2.44078e-11, 10
17.85, 5, -2.40416e-11, 10
17.86, 5, -2.36765e-11, 10
17.87, 5, -2.33127e-11, 10
17.88, 5, -2.29521e-11, 10
17.89, 5, -2.2593e-11, 10
17.9, 5, -2.22356e-11, 10
17.91, 5, -2.188e-11, 10
17.92, 5, -2.15264e-11, 10
17.93, 5, -2.11748e-11, 10
17.94, 5, -2.08253e-11, 10
17.95, 5, -2.04782e-11, 10
17.96, 5, -2.01316e-11, 10
17.97, 5, -1.97875e-11, 10
17.98, 5, -1.94461e-11, 10
17.99, 5, -1.91074e-11, 10
18, 5, -1.87715e-11, 10
18.01, 5, -1.84387e-11, 10
18.02, 5, -1.8107e-11, 10
18.03, 5, -1.77786e-11, 10
18.04, 5, -1.74535e-11, 10
18.05, 5, -1.71299e-11, 10
18.06, 5, -1.68098e-11, 10
18.07, 5, -1.64933e-11, 10
18.08, 5, -1.61787e-11, 10
18.09, 5, -1.58679e-11, 10
18.1, 5, -1.55591e-11, 10
18.11, 5, -1.52544e-11, 10
18.12, 5, -1.49519e-11, 10
18.13, 5, -1.46535e-11, 10
18.14, 5, -1.43576e-11, 10
18.15, 5, -1.40643e-11, 10
18.16, 5, -1.37753e-11, 10
18.17, 5, -1.34891e-11, 10
18.18, 5, -1.32057e-11, 10
18.19, 5, -1.29251e-11, 10
18.2, 5, -1.26475e-11, 10
18.21, 5, -1.23747e-11, 10
18.22, 5, -1.21051e-11, 10
18.23, 5, -1.18386e-11, 10
18.24, 5, -1.15754e-11, 10
18.25, 5, -1.13156e-11, 10
18.26, 5, -1.10591e-11, 10
18.27, 5, -1.08044e-11, 10
18.28, 5, -1.05531e-11, 10
18.29, 5, -1.03055e-11, 10
18.3, 5, -1.00616e-11, 10
18.31, 5, -9.82145e-12, 10
18.32, 5, -9.5833e-12, 10
18.33, 5, -9.34901e-12, 10
18.34, 5, -9.11867e-12, 10
18.35, 5, -8.89053e-12, 10
18.36, 5, -8.66644e-12, 10
18.37, 5, -8.44467e-12, 10
18.38, 5, -8.22707e-12, 10
18.39, 5, -8.01189e-12, 10
18.4, 5, -7.801e-12, 10
18.41, 5, -7.59264e-12, 10
18.42, 5, -7.38867e-12, 10
18.43, 5, -7.18735e-12, 10
18.44, 5, -6.98871e-12, 10
18.45, 5, -6.79281e-12, 10
18.46, 5, -6.6015e-12, 10
18.47, 5, -6.41302e-12, 10
18.48, 5, -6.22742e-12, 10
18.49, 5, -6.04475e-12, 10
18.5, 5, -5.86504e-12, 10
18.51, 5, -5.68833e-12, 10
18.52, 5, -5.51467e-12, 10
18.53, 5, -5.34409e-12, 10
18.54, 5, -5.17665e-12, 10
18.55, 5, -5.01236e-12, 10
18.56, 5, -4.85129e-12, 10
18.57, 5, -4.69165e-12, 10
18.58, 5, -4.53527e-12, 10
18.59, 5, -4.3822e-12, 10
18.6, 5, -4.23247e-12, 10
18.61, 5, -4.08431e-12, 10
18.62, 5, -3.93955e-12, 10
18.63, 5, -3.79823e-12, 10
18.64, 5, -3.65857e-12, 10
18.65, 5, -3.5224e-12, 10
18.66, 5, -3.38795e-12, 10
18.67, 5, -3.25705e-12, 10
18.68, 5, -3.12791e-12, 10
18.69, 5, -3.00238e-12, 10
18.7, 5, -2.87867e-12, 10
18.71, 5, -2.75861e-12, 10
18.72, 5, -2.64043e-12, 10
18.73, 5, -2.52415e-12, 10
18.74, 5, -2.41158e-12, 10
18.75, 5, -2.30095e-12, 10
18.76, 5, -2.19229e-12, 10
18.77, 5, -2.0856e-12, 10
18.78, 5, -1.98271e-12, 10
18.79, 5, -1.88185e-12, 10
18.8, 5, -1.78302e-12, 10
18.81, 5, -1.68625e-12, 10
