========================================
Experiment: PID Controller + Point Mass
========================================

Simulation Parameters
---------------------
Target Position : 10.0 m
Simulation Time : 30.0 s
Time Step (dt) : 0.01 s

Controller
----------
Kp : 2.0
Ki : 1.0
Kd : 2.0

Plant
-----
Mass : 1.0 kg

Observed Results
----------------
- Position converges to the target.
- The steps become shorter and shorter
- Maximum observed position: 10
- PID control is very stabe for spring mass damper

Logs
----
time,position,velocity,controller_output
4.28, 12.0827, -2.19133, 0.267535
4.29, 12.0608, -2.18866, 0.285349
4.3, 12.039, -2.1858, 0.302968
4.31, 12.0171, -2.18277, 0.320393
4.32, 11.9953, -2.17957, 0.337623
4.33, 11.9736, -2.17619, 0.354659
4.34, 11.9519, -2.17265, 0.3715
4.35, 11.9302, -2.16893, 0.388147
4.36, 11.9085, -2.16505, 0.4046
4.37, 11.8869, -2.16101, 0.420859
4.38, 11.8653, -2.1568, 0.436925
4.39, 11.8438, -2.15243, 0.452797
4.4, 11.8223, -2.1479, 0.468475
4.41, 11.8009, -2.14321, 0.483961
4.42, 11.7795, -2.13838, 0.499254
4.43, 11.7582, -2.13338, 0.514355
4.44, 11.7369, -2.12824, 0.529264
4.45, 11.7157, -2.12295, 0.543981
4.46, 11.6945, -2.11751, 0.558506
4.47, 11.6734, -2.11192, 0.572841
4.48, 11.6523, -2.10619, 0.586985
4.49, 11.6313, -2.10032, 0.600939
4.5, 11.6104, -2.09431, 0.614702
4.51, 11.5895, -2.08817, 0.628277
4.52, 11.5687, -2.08188, 0.641662
4.53, 11.5479, -2.07547, 0.654859
4.54, 11.5272, -2.06892, 0.667868
4.55, 11.5066, -2.06224, 0.68069
4.56, 11.486, -2.05543, 0.693324
4.57, 11.4656, -2.0485, 0.705772
4.58, 11.4451, -2.04144, 0.718034
4.59, 11.4248, -2.03426, 0.730111
4.6, 11.4045, -2.02696, 0.742002
4.61, 11.3843, -2.01954, 0.75371
4.62, 11.3642, -2.012, 0.765234
4.63, 11.3442, -2.00435, 0.776574
4.64, 11.3242, -1.99659, 0.787732
4.65, 11.3043, -1.98871, 0.798709
4.66, 11.2845, -1.98072, 0.809504
4.67, 11.2648, -1.97263, 0.820118
4.68, 11.2451, -1.96442, 0.830553
4.69, 11.2256, -1.95612, 0.840809
4.7, 11.2061, -1.94771, 0.850886
4.71, 11.1867, -1.9392, 0.860785
4.72, 11.1674, -1.93059, 0.870507
4.73, 11.1482, -1.92189, 0.880053
4.74, 11.1291, -1.91309, 0.889423
4.75, 11.11, -1.90419, 0.898618
4.76, 11.0911, -1.89521, 0.907639
4.77, 11.0722, -1.88613, 0.916487
4.78, 11.0534, -1.87697, 0.925162
4.79, 11.0348, -1.86772, 0.933666
4.8, 11.0162, -1.85838, 0.941999
4.81, 10.9977, -1.84896, 0.950161
4.82, 10.9793, -1.83946, 0.958154
4.83, 10.961, -1.82988, 0.965979
4.84, 10.9428, -1.82022, 0.973636
4.85, 10.9247, -1.81048, 0.981126
4.86, 10.9067, -1.80067, 0.98845
4.87, 10.8888, -1.79078, 0.995609
4.88, 10.871, -1.78083, 1.0026
4.89, 10.8532, -1.7708, 1.00944
4.9, 10.8356, -1.76071, 1.0161
4.91, 10.8181, -1.75055, 1.02261
4.92, 10.8007, -1.74032, 1.02896
4.93, 10.7834, -1.73003, 1.03515
4.94, 10.7662, -1.71968, 1.04117
4.95, 10.7491, -1.70927, 1.04704
4.96, 10.7322, -1.6988, 1.05276
4.97, 10.7153, -1.68827, 1.05832
4.98, 10.6985, -1.67769, 1.06372
4.99, 10.6818, -1.66705, 1.06897
5, 10.6653, -1.65636, 1.07406
5.01, 10.6488, -1.64562, 1.079
5.02, 10.6325, -1.63483, 1.0838
5.03, 10.6162, -1.62399, 1.08844
5.04, 10.6001, -1.61311, 1.09293
5.05, 10.5841, -1.60218, 1.09727
5.06, 10.5682, -1.5912, 1.10147
5.07, 10.5524, -1.58019, 1.10552
5.08, 10.5367, -1.56913, 1.10943
5.09, 10.5211, -1.55804, 1.11319
5.1, 10.5056, -1.54691, 1.11681
5.11, 10.4903, -1.53574, 1.12028
5.12, 10.475, -1.52454, 1.12362
5.13, 10.4599, -1.5133, 1.12681
5.14, 10.4449, -1.50203, 1.12987
5.15, 10.4299, -1.49073, 1.13279
5.16, 10.4152, -1.47941, 1.13557
5.17, 10.4005, -1.46805, 1.13821
5.18, 10.3859, -1.45667, 1.14072
5.19, 10.3715, -1.44526, 1.1431
5.2, 10.3571, -1.43383, 1.14534
5.21, 10.3429, -1.42238, 1.14746
5.22, 10.3288, -1.4109, 1.14944
5.23, 10.3148, -1.39941, 1.15129
5.24, 10.3009, -1.3879, 1.15301
5.25, 10.2871, -1.37637, 1.15461
5.26, 10.2735, -1.36482, 1.15608
5.27, 10.26, -1.35326, 1.15742
5.28, 10.2465, -1.34168, 1.15864
5.29, 10.2332, -1.3301, 1.15974
5.3, 10.2201, -1.3185, 1.16071
5.31, 10.207, -1.30689, 1.16156
5.32, 10.194, -1.29528, 1.1623
5.33, 10.1812, -1.28365, 1.16291
5.34, 10.1685, -1.27203, 1.16341
5.35, 10.1559, -1.26039, 1.16379
5.36, 10.1434, -1.24875, 1.16406
5.37, 10.131, -1.23711, 1.16421
5.38, 10.1188, -1.22547, 1.16425
5.39, 10.1066, -1.21383, 1.16417
5.4, 10.0946, -1.20219, 1.16399
5.41, 10.0827, -1.19055, 1.16369
5.42, 10.0709, -1.17891, 1.16328
5.43, 10.0592, -1.16728, 1.16277
5.44, 10.0477, -1.15565, 1.16215
5.45, 10.0362, -1.14403, 1.16143
5.46, 10.0249, -1.13241, 1.1606
5.47, 10.0137, -1.12081, 1.15967
5.48, 10.0026, -1.10921, 1.15863
5.49, 9.99164, -1.09762, 1.15749
5.5, 9.98078, -1.08605, 1.15626
5.51, 9.97004, -1.07449, 1.15492
5.52, 9.95941, -1.06294, 1.15349
5.53, 9.94889, -1.0514, 1.15196
5.54, 9.93849, -1.03988, 1.15033
5.55, 9.92821, -1.02838, 1.14861
5.56, 9.91804, -1.01689, 1.14679
5.57, 9.90799, -1.00543, 1.14489
5.58, 9.89805, -0.993977, 1.14289
5.59, 9.88822, -0.982548, 1.1408
5.6, 9.87851, -0.97114, 1.13862
5.61, 9.86891, -0.959754, 1.13636
5.62, 9.85943, -0.948391, 1.134
5.63, 9.85006, -0.937051, 1.13156
5.64, 9.8408, -0.925735, 1.12904
5.65, 9.83166, -0.914445, 1.12643
5.66, 9.82262, -0.90318, 1.12374
5.67, 9.8137, -0.891943, 1.12096
5.68, 9.8049, -0.880733, 1.11811
5.69, 9.7962, -0.869552, 1.11518
5.7, 9.78762, -0.8584, 1.11217
5.71, 9.77915, -0.847279, 1.10908
5.72, 9.77078, -0.836188, 1.10591
5.73, 9.76253, -0.825129, 1.10267
5.74, 9.75439, -0.814102, 1.09936
5.75, 9.74636, -0.803109, 1.09597
5.76, 9.73844, -0.792149, 1.09251
5.77, 9.73063, -0.781224, 1.08897
5.78, 9.72292, -0.770334, 1.08537
5.79, 9.71533, -0.75948, 1.0817
5.8, 9.70784, -0.748663, 1.07796
5.81, 9.70046, -0.737884, 1.07416
5.82, 9.69319, -0.727142, 1.07028
5.83, 9.68603, -0.716439, 1.06635
5.84, 9.67897, -0.705776, 1.06235
5.85, 9.67202, -0.695152, 1.05828
5.86, 9.66517, -0.68457, 1.05416
5.87, 9.65843, -0.674028, 1.04997
5.88, 9.6518, -0.663528, 1.04572
5.89, 9.64527, -0.653071, 1.04142
5.9, 9.63884, -0.642657, 1.03705
5.91, 9.63252, -0.632287, 1.03263
5.92, 9.6263, -0.62196, 1.02816
5.93, 9.62018, -0.611679, 1.02362
5.94, 9.61417, -0.601442, 1.01904
5.95, 9.60825, -0.591252, 1.0144
5.96, 9.60244, -0.581108, 1.00971
5.97, 9.59673, -0.571011, 1.00497
5.98, 9.59112, -0.560961, 1.00018
