========================================
Experiment: PI Controller + Spring Mass Damper
========================================

Simulation Parameters
---------------------
Target Position : 10.0 m
Simulation Time : 50.0 s
Time Step (dt) : 0.01 s

Controller
----------
Kp : 2.0
Ki : 1.0

Plant
-----
Mass : 1.0 kg
Spring Constant : 2.0
Damping Coefficient : 1.0

Observed Results
----------------
- Position converges to the target.
- The steps become shorter and shorter
- Maximum observed position: 9.99999
- PI control is stabe for spring mass damper

Logs
----
time,position,velocity,controller_output
2.23, 8.83553, -3.19208, 11.2239
2.24, 8.80329, -3.22463, 11.3003
2.25, 8.77073, -3.25545, 11.3777
2.26, 8.73789, -3.28453, 11.456
2.27, 8.70477, -3.31188, 11.5352
2.28, 8.67139, -3.33751, 11.6153
2.29, 8.63778, -3.36141, 11.6961
2.3, 8.60394, -3.38359, 11.7778
2.31, 8.5699, -3.40405, 11.8601
2.32, 8.53567, -3.42281, 11.9432
2.33, 8.50128, -3.43986, 12.027
2.34, 8.46672, -3.45522, 12.1115
2.35, 8.43203, -3.46889, 12.1965
2.36, 8.39723, -3.48087, 12.2822
2.37, 8.36231, -3.49119, 12.3684
2.38, 8.32732, -3.49984, 12.4551
2.39, 8.29225, -3.50684, 12.5423
2.4, 8.25713, -3.51219, 12.63
2.41, 8.22197, -3.51591, 12.7181
2.42, 8.18679, -3.51801, 12.8066
2.43, 8.1516, -3.5185, 12.8954
2.44, 8.11643, -3.51739, 12.9846
2.45, 8.08128, -3.5147, 13.0741
2.46, 8.04618, -3.51044, 13.1638
2.47, 8.01113, -3.50462, 13.2538
2.48, 7.97616, -3.49726, 13.344
2.49, 7.94127, -3.48837, 13.4343
2.5, 7.90649, -3.47797, 13.5248
2.51, 7.87183, -3.46607, 13.6154
2.52, 7.83731, -3.45269, 13.7061
2.53, 7.80293, -3.43785, 13.7969
2.54, 7.76871, -3.42156, 13.8876
2.55, 7.73467, -3.40384, 13.9783
2.56, 7.70083, -3.38472, 14.069
2.57, 7.66718, -3.36419, 14.1596
2.58, 7.63376, -3.3423, 14.2501
2.59, 7.60057, -3.31905, 14.3405
2.6, 7.56763, -3.29447, 14.4307
2.61, 7.53494, -3.26857, 14.5207
2.62, 7.50253, -3.24137, 14.6105
2.63, 7.4704, -3.2129, 14.7001
2.64, 7.43857, -3.18318, 14.7894
2.65, 7.40704, -3.15223, 14.8784
2.66, 7.37584, -3.12006, 14.967
2.67, 7.34498, -3.08671, 15.0553
2.68, 7.31445, -3.05219, 15.1432
2.69, 7.28429, -3.01652, 15.2307
2.7, 7.25449, -2.97974, 15.3177
2.71, 7.22507, -2.94185, 15.4043
2.72, 7.19604, -2.90289, 15.4904
2.73, 7.16742, -2.86288, 15.576
2.74, 7.1392, -2.82184, 15.661
2.75, 7.1114, -2.7798, 15.7455
2.76, 7.08403, -2.73677, 15.8294
2.77, 7.0571, -2.69279, 15.9127
2.78, 7.03062, -2.64788, 15.9953
2.79, 7.0046, -2.60206, 16.0773
2.8, 6.97905, -2.55536, 16.1587
2.81, 6.95397, -2.5078, 16.2393
2.82, 6.92938, -2.45941, 16.3192
2.83, 6.90528, -2.41021, 16.3983
2.84, 6.88167, -2.36023, 16.4767
2.85, 6.85858, -2.30949, 16.5543
2.86, 6.836, -2.25803, 16.6311
2.87, 6.81394, -2.20585, 16.7071
2.88, 6.79241, -2.153, 16.7822
2.89, 6.77142, -2.0995, 16.8565
2.9, 6.75096, -2.04537, 16.9299
2.91, 6.73106, -1.99063, 17.0024
2.92, 6.7117, -1.93533, 17.074
2.93, 6.69291, -1.87947, 17.1446
2.94, 6.67468, -1.82308, 17.2144
2.95, 6.65701, -1.7662, 17.2831
2.96, 6.63993, -1.70885, 17.3509
2.97, 6.62342, -1.65105, 17.4177
2.98, 6.60749, -1.59283, 17.4835
2.99, 6.59215, -1.53422, 17.5482
3, 6.57739, -1.47524, 17.612
3.01, 6.56323, -1.41591, 17.6746
3.02, 6.54967, -1.35627, 17.7363
3.03, 6.53671, -1.29634, 17.7968
3.04, 6.52435, -1.23614, 17.8563
3.05, 6.51259, -1.1757, 17.9147
3.06, 6.50144, -1.11505, 17.972
3.07, 6.4909, -1.05421, 18.0282
3.08, 6.48096, -0.993205, 18.0832
3.09, 6.47164, -0.93206, 18.1371
3.1, 6.46294, -0.870801, 18.1899
3.11, 6.45484, -0.809452, 18.2416
3.12, 6.44736, -0.748039, 18.2921
3.13, 6.4405, -0.686585, 18.3414
3.14, 6.43424, -0.625116, 18.3895
3.15, 6.42861, -0.563654, 18.4365
3.16, 6.42359, -0.502224, 18.4823
3.17, 6.41918, -0.44085, 18.527
3.18, 6.41538, -0.379556, 18.5704
3.19, 6.4122, -0.318364, 18.6126
3.2, 6.40962, -0.257298, 18.6537
3.21, 6.40766, -0.19638, 18.6935
3.22, 6.4063, -0.135634, 18.7322
3.23, 6.40555, -0.0750821, 18.7696
3.24, 6.40541, -0.014746, 18.8059
3.25, 6.40586, 0.0453522, 18.8409
3.26, 6.40691, 0.105191, 18.8747
3.27, 6.40856, 0.164748, 18.9074
3.28, 6.4108, 0.224003, 18.9388
3.29, 6.41363, 0.282935, 18.969
3.3, 6.41704, 0.341522, 18.998
3.31, 6.42104, 0.399746, 19.0258
3.32, 6.42562, 0.457586, 19.0524
3.33, 6.43077, 0.515021, 19.0778
3.34, 6.43649, 0.572033, 19.102
3.35, 6.44277, 0.628602, 19.125
3.36, 6.44962, 0.684711, 19.1468
3.37, 6.45702, 0.740339, 19.1674
3.38, 6.46498, 0.795469, 19.1868
3.39, 6.47348, 0.850083, 19.2051
3.4, 6.48252, 0.904163, 19.2222
3.41, 6.4921, 0.957693, 19.2381
3.42, 6.5022, 1.01065, 19.2529
3.43, 6.51283, 1.06303, 19.2665
3.44, 6.52398, 1.11481, 19.2789
3.45, 6.53564, 1.16597, 19.2903
3.46, 6.54781, 1.2165, 19.3005
3.47, 6.56047, 1.26639, 19.3095
3.48, 6.57363, 1.31561, 19.3175
3.49, 6.58727, 1.36415, 19.3243
3.5, 6.60139, 1.41201, 19.3301
3.51, 6.61598, 1.45916, 19.3347
3.52, 6.63104, 1.5056, 19.3383
3.53, 6.64655, 1.55131, 19.3408
3.54, 6.66251, 1.59627, 19.3423
3.55, 6.67892, 1.64048, 19.3427
3.56, 6.69576, 1.68392, 19.342
3.57, 6.71302, 1.72659, 19.3404
3.58, 6.73071, 1.76847, 19.3377
3.59, 6.7488, 1.80954, 19.334
3.6, 6.7673, 1.84981, 19.3293
3.61, 6.78619, 1.88926, 19.3237
3.62, 6.80547, 1.92788, 19.3171
3.63, 6.82513, 1.96566, 19.3095
3.64, 6.84515, 2.0026, 19.301
3.65, 6.86554, 2.03868, 19.2916
3.66, 6.88628, 2.0739, 19.2812
3.67, 6.90736, 2.10825, 19.27
3.68, 6.92878, 2.14172, 19.2579
3.69, 6.95052, 2.1743, 19.2449
3.7, 6.97258, 2.206, 19.231
3.71, 6.99495, 2.2368, 19.2164
3.72, 7.01762, 2.2667, 19.2008
3.73, 7.04058, 2.29568, 19.1845
3.74, 7.06381, 2.32376, 19.1674
3.75, 7.08732, 2.35092, 19.1495
3.76, 7.11109, 2.37716, 19.1309
3.77, 7.13512, 2.40248, 19.1115
3.78, 7.15939, 2.42686, 19.0913
3.79, 7.18389, 2.45032, 19.0705
3.8, 7.20862, 2.47284, 19.049
3.81, 7.23356, 2.49443, 19.0267
3.82, 7.25871, 2.51509, 19.0038
3.83, 7.28406, 2.5348, 18.9803
3.84, 7.3096, 2.55357, 18.9561
3.85, 7.33531, 2.57141, 18.9314
3.86, 7.36119, 2.5883, 18.906
3.87, 7.38724, 2.60425, 18.88
3.88, 7.41343, 2.61926, 18.8535
3.89, 7.43976, 2.63334, 18.8264
3.9, 7.46623, 2.64647, 18.7988
3.91, 7.49281, 2.65867, 18.7707
3.92, 7.51951, 2.66994, 18.7421
3.93, 7.54632, 2.68027, 18.7131
3.94, 7.57321, 2.68967, 18.6836
3.95, 7.60019, 2.69815, 18.6536
3.96, 7.62725, 2.7057, 18.6232
3.97, 7.65438, 2.71233, 18.5924
3.98, 7.68156, 2.71804, 18.5612
3.99, 7.70878, 2.72284, 18.5297
4, 7.73605, 2.72673, 18.4978
4.01, 7.76335, 2.72972, 18.4656
4.02, 7.79067, 2.73181, 18.433
4.03, 7.818, 2.73301, 18.4002
4.04, 7.84533, 2.73332, 18.3671
4.05, 7.87266, 2.73276, 18.3337
4.06, 7.89997, 2.73131, 18.3001
4.07, 7.92726, 2.729, 18.2662
4.08, 7.95452, 2.72583, 18.2321
4.09, 7.98174, 2.7218, 18.1979
4.1, 8.00891, 2.71693, 18.1635
4.11, 8.03602, 2.71121, 18.1289
4.12, 8.06307, 2.70467, 18.0942
4.13, 8.09004, 2.6973, 18.0593
4.14, 8.11693, 2.68912, 18.0244
4.15, 8.14373, 2.68014, 17.9893
4.16, 8.17043, 2.67035, 17.9542
4.17, 8.19703, 2.65978, 17.919
4.18, 8.22352, 2.64843, 17.8838
4.19, 8.24988, 2.63632, 17.8486
4.2, 8.27611, 2.62344, 17.8134
4.21, 8.30221, 2.60982, 17.7782
4.22, 8.32817, 2.59546, 17.743
4.23, 8.35397, 2.58037, 17.7078
4.24, 8.37962, 2.56457, 17.6727
4.25, 8.4051, 2.54806, 17.6377
4.26, 8.43041, 2.53085, 17.6028
4.27, 8.45553, 2.51296, 17.568
4.28, 8.48048, 2.4944, 17.5333
4.29, 8.50523, 2.47518, 17.4987
4.3, 8.52978, 2.45531, 17.4643
4.31, 8.55413, 2.43481, 17.4301
4.32, 8.57827, 2.41368, 17.396
4.33, 8.60219, 2.39193, 17.3622
4.34, 8.62588, 2.36959, 17.3285
4.35, 8.64935, 2.34667, 17.2951
4.36, 8.67258, 2.32316, 17.2619
4.37, 8.69557, 2.2991, 17.229
4.38, 8.71832, 2.27449, 17.1963
4.39, 8.74081, 2.24934, 17.1639
4.4, 8.76305, 2.22367, 17.1318
4.41, 8.78502, 2.19749, 17.1
4.42, 8.80673, 2.17081, 17.0685
4.43, 8.82817, 2.14365, 17.0374
4.44, 8.84933, 2.11603, 17.0066
4.45, 8.87021, 2.08795, 16.9761
4.46, 8.8908, 2.05942, 16.946
4.47, 8.91111, 2.03047, 16.9163
4.48, 8.93112, 2.00111, 16.8869
4.49, 8.95083, 1.97135, 16.858
4.5, 8.97024, 1.9412, 16.8295
4.51, 8.98935, 1.91067, 16.8014
4.52, 9.00815, 1.87979, 16.7737
4.53, 9.02663, 1.84857, 16.7465
4.54, 9.0448, 1.81702, 16.7197
4.55, 9.06265, 1.78515, 16.6933
4.56, 9.08018, 1.75297, 16.6675
4.57, 9.09739, 1.72052, 16.6421
4.58, 9.11427, 1.68778, 16.6172
4.59, 9.13082, 1.65479, 16.5928
4.6, 9.14703, 1.62156, 16.5689
4.61, 9.16291, 1.58809, 16.5455
4.62, 9.17846, 1.55441, 16.5226
4.63, 9.19366, 1.52052, 16.5003
4.64, 9.20853, 1.48644, 16.4785
4.65, 9.22305, 1.45219, 16.4572
4.66, 9.23723, 1.41778, 16.4365
4.67, 9.25106, 1.38322, 16.4163
4.68, 9.26454, 1.34853, 16.3967
4.69, 9.27768, 1.31372, 16.3776
4.7, 9.29047, 1.27881, 16.3591
4.71, 9.30291, 1.2438, 16.3412
4.72, 9.31499, 1.20872, 16.3239
4.73, 9.32673, 1.17357, 16.3072
4.74, 9.33811, 1.13837, 16.291
4.75, 9.34914, 1.10314, 16.2755
4.76, 9.35982, 1.06788, 16.2605
4.77, 9.37015, 1.03261, 16.2462
4.78, 9.38012, 0.99734, 16.2324
4.79, 9.38974, 0.962088, 16.2193
4.8, 9.39901, 0.926865, 16.2067
4.81, 9.40793, 0.891683, 16.1948
4.82, 9.41649, 0.856556, 16.1835
4.83, 9.42471, 0.821496, 16.1729
4.84, 9.43257, 0.786516, 16.1628
4.85, 9.44009, 0.751627, 16.1534
4.86, 9.44726, 0.716842, 16.1446
4.87, 9.45408, 0.682174, 16.1364
4.88, 9.46056, 0.647635, 16.1288
4.89, 9.46669, 0.613235, 16.1219
4.9, 9.47248, 0.578988, 16.1156
4.91, 9.47793, 0.544905, 16.1099
4.92, 9.48304, 0.510996, 16.1049
4.93, 9.48781, 0.477274, 16.1004
4.94, 9.49225, 0.443749, 16.0966
4.95, 9.49635, 0.410433, 16.0935
4.96, 9.50013, 0.377336, 16.0909
4.97, 9.50357, 0.344469, 16.089
4.98, 9.50669, 0.311843, 16.0877
4.99, 9.50948, 0.279468, 16.087
5, 9.51196, 0.247353, 16.0869
5.01, 9.51411, 0.21551, 16.0875
5.02, 9.51595, 0.183947, 16.0886
5.03, 9.51748, 0.152675, 16.0904
5.04, 9.5187, 0.121703, 16.0928
5.05, 9.51961, 0.0910399, 16.0958
5.06, 9.52021, 0.0606951, 16.0994
5.07, 9.52052, 0.0306775, 16.1035
5.08, 9.52053, 0.000995733, 16.1083
5.09, 9.52025, -0.0283417, 16.1137
5.1, 9.51967, -0.0573264, 16.1196
5.11, 9.51881, -0.0859503, 16.1262
5.12, 9.51767, -0.114206, 16.1333
5.13, 9.51625, -0.142084, 16.1409
5.14, 9.51456, -0.169579, 16.1492
5.15, 9.51259, -0.196682, 16.158
5.16, 9.51035, -0.223387, 16.1674
5.17, 9.50786, -0.249687, 16.1773
5.18, 9.5051, -0.275574, 16.1877
5.19, 9.50209, -0.301043, 16.1987
5.2, 9.49883, -0.326087, 16.2103
5.21, 9.49532, -0.3507, 16.2223
5.22, 9.49157, -0.374876, 16.2349
5.23, 9.48759, -0.39861, 16.248
5.24, 9.48337, -0.421896, 16.2616
5.25, 9.47892, -0.444728, 16.2757
5.26, 9.47425, -0.467102, 16.2903
5.27, 9.46936, -0.489013, 16.3054
5.28, 9.46426, -0.510456, 16.321
5.29, 9.45894, -0.531426, 16.337
5.3, 9.45342, -0.551921, 16.3535
5.31, 9.4477, -0.571935, 16.3705
5.32, 9.44179, -0.591465, 16.3879
5.33, 9.43568, -0.610507, 16.4057
5.34, 9.42939, -0.629058, 16.424
5.35, 9.42292, -0.647115, 16.4427
5.36, 9.41628, -0.664675, 16.4619
5.37, 9.40946, -0.681735, 16.4814
5.38, 9.40248, -0.698293, 16.5014
5.39, 9.39533, -0.714346, 16.5217
5.4, 9.38803, -0.729892, 16.5424
5.41, 9.38058, -0.74493, 16.5635
5.42, 9.37299, -0.759457, 16.585
5.43, 9.36525, -0.773473, 16.6068
5.44, 9.35738, -0.786975, 16.6289
5.45, 9.34939, -0.799964, 16.6514
5.46, 9.34126, -0.812437, 16.6743
5.47, 9.33302, -0.824395, 16.6974
5.48, 9.32466, -0.835837, 16.7209
5.49, 9.31619, -0.846763, 16.7447
5.5, 9.30762, -0.857172, 16.7688
5.51, 9.29895, -0.867066, 16.7931
5.52, 9.29018, -0.876443, 16.8177
5.53, 9.28133, -0.885305, 16.8426
5.54, 9.27239, -0.893652, 16.8678
5.55, 9.26338, -0.901486, 16.8932
5.56, 9.25429, -0.908807, 16.9188
5.57, 9.24514, -0.915617, 16.9447
5.58, 9.23592, -0.921917, 16.9707
5.59, 9.22664, -0.927708, 16.997
5.6, 9.21731, -0.932994, 17.0235
5.61, 9.20793, -0.937775, 17.0502
5.62, 9.19851, -0.942054, 17.077
5.63, 9.18905, -0.945833, 17.1041
5.64, 9.17956, -0.949115, 17.1313
5.65, 9.17004, -0.951902, 17.1586
5.66, 9.1605, -0.954198, 17.1861
5.67, 9.15094, -0.956005, 17.2137
5.68, 9.14137, -0.957327, 17.2414
5.69, 9.13179, -0.958167, 17.2693
5.7, 9.1222, -0.958528, 17.2972
5.71, 9.11262, -0.958415, 17.3253
5.72, 9.10304, -0.957831, 17.3534
5.73, 9.09347, -0.956779, 17.3816
5.74, 9.08392, -0.955265, 17.4099
5.75, 9.07438, -0.953292, 17.4382
5.76, 9.06488, -0.950865, 17.4665
5.77, 9.0554, -0.947989, 17.4949
5.78, 9.04595, -0.944667, 17.5234
5.79, 9.03654, -0.940906, 17.5518
5.8, 9.02717, -0.936709, 17.5803
5.81, 9.01785, -0.932083, 17.6088
5.82, 9.00858, -0.927031, 17.6372
5.83, 8.99937, -0.92156, 17.6657
5.84, 8.99021, -0.915676, 17.6941
5.85, 8.98112, -0.909382, 17.7224
5.86, 8.97209, -0.902686, 17.7508
5.87, 8.96313, -0.895594, 17.7791
5.88, 8.95425, -0.88811, 17.8073
5.89, 8.94545, -0.880241, 17.8354
5.9, 8.93673, -0.871993, 17.8635
5.91, 8.9281, -0.863373, 17.8915
5.92, 8.91955, -0.854386, 17.9194
5.93, 8.9111, -0.84504, 17.9472
5.94, 8.90275, -0.83534, 17.9748
5.95, 8.8945, -0.825293, 18.0024
5.96, 8.88635, -0.814906, 18.0298
5.97, 8.8783, -0.804185, 18.0571
5.98, 8.87037, -0.793138, 18.0843
5.99, 8.86256, -0.781771, 18.1113
6, 8.85485, -0.770092, 18.1382
6.01, 8.84727, -0.758106, 18.1649
6.02, 8.83981, -0.745822, 18.1914
6.03, 8.83248, -0.733246, 18.2177
6.04, 8.82528, -0.720386, 18.2439
6.05, 8.81821, -0.707249, 18.2698
6.06, 8.81127, -0.693843, 18.2956
